"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060047","heart contraction","22/1780","275/17913",0.884251971533588,0.978980946717773,0.820547886875029,"VEGFB/GSK3A/JUP/AHCYL1/SLC9A1/EPAS1/TACR3/FLNA/TPM1/GCH1/CCN2/THRB/TGFB2/MDM2/ATP2B3/ZMPSTE24/SUMO1/ATP1B3/DSG2/YWHAE/KCNJ14/PKP2",22
"GO:0009581","detection of external stimulus","9/1780","125/17913",0.884351514999763,0.978980946717773,0.820547886875029,"JUP/GNB1/NMT1/SERPINE2/FNTA/CDS1/OPN3/METAP2/ARRB2",9
"GO:0050671","positive regulation of lymphocyte proliferation","9/1780","125/17913",0.884351514999763,0.978980946717773,0.820547886875029,"NCK2/BCL2/EBI3/HLA-E/IL6ST/RIPK2/VAV3/CD46/CD55",9
"GO:0046717","acid secretion","8/1780","113/17913",0.884577136652794,0.978980946717773,0.820547886875029,"VAMP2/STARD10/AQP9/SLC1A5/SLC38A2/PLA2G12A/PNPLA8/RAB3GAP1",8
"GO:0002755","MyD88-dependent toll-like receptor signaling pathway","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"MYD88/MAP3K7",2
"GO:0003091","renal water homeostasis","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"MYO5B/AQP1",2
"GO:0008038","neuron recognition","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"YWHAZ/CASP3",2
"GO:0043243","positive regulation of protein complex disassembly","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"GBA/SPAST",2
"GO:0045776","negative regulation of blood pressure","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"GCH1/BMPR2",2
"GO:0046636","negative regulation of alpha-beta T cell activation","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"SOCS5/ITCH",2
"GO:0050982","detection of mechanical stimulus","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"JUP/SERPINE2",2
"GO:1905332","positive regulation of morphogenesis of an epithelium","2/1780","36/17913",0.885374619954834,0.978980946717773,0.820547886875029,"GATA3/NOG",2
"GO:0045661","regulation of myoblast differentiation","3/1780","50/17913",0.885962071530088,0.978980946717773,0.820547886875029,"ILK/FLOT2/MBNL3",3
"GO:2000725","regulation of cardiac muscle cell differentiation","3/1780","50/17913",0.885962071530088,0.978980946717773,0.820547886875029,"GSK3A/SMAD4/ARRB2",3
"GO:0030216","keratinocyte differentiation","24/1780","298/17913",0.886178706897598,0.978980946717773,0.820547886875029,"KAZN/KRT8/SGPP1/NUMA1/CAPN1/JUP/PRSS8/PERP/KRT18/ZFP36/STK4/UGCG/FLNB/KRT14/MED1/TSG101/ASAH1/PAX6/NCOA3/DSG2/KRT83/PRKCH/PIP5K1A/PKP2",24
"GO:0032102","negative regulation of response to external stimulus","28/1780","343/17913",0.887262713969163,0.978980946717773,0.820547886875029,"GBA/TNFRSF1A/GATA3/GSTP1/PCBP2/DUSP3/GRN/PLAUR/SERPING1/UBASH3B/SERPINE1/SERPINE2/IL1R2/CD9/SMAD3/THBS1/RB1/SOCS5/ITCH/NUCB2/CERS2/CYP19A1/CRK/VPS35/MYOZ1/RYK/TFPI/RIOK3",28
"GO:0070613","regulation of protein processing","13/1780","173/17913",0.88812787432791,0.978980946717773,0.820547886875029,"GLG1/CLU/SERPING1/SERPINE1/SERPINE2/IL1R2/ENO1/CTSZ/THBS1/MDM2/CAST/CD46/CD55",13
"GO:0001956","positive regulation of neurotransmitter secretion","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"RAB3GAP1",1
"GO:0002089","lens morphogenesis in camera-type eye","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"TBC1D20",1
"GO:0008045","motor neuron axon guidance","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"NOG",1
"GO:0010884","positive regulation of lipid storage","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"SCARB1",1
"GO:0015721","bile acid and bile salt transport","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"AQP9",1
"GO:0017000","antibiotic biosynthetic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"KDM3A",1
"GO:0019228","neuronal action potential","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"GBA",1
"GO:0019682","glyceraldehyde-3-phosphate metabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"PGM2",1
"GO:0030728","ovulation","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"SIRT1",1
"GO:0034204","lipid translocation","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"TMEM30A",1
"GO:0042135","neurotransmitter catabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"COMT",1
"GO:0042219","cellular modified amino acid catabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"HOGA1",1
"GO:0042454","ribonucleoside catabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"APOBEC3H",1
"GO:0045332","phospholipid translocation","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"TMEM30A",1
"GO:0046058","cAMP metabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"PDE8A",1
"GO:0046132","pyrimidine ribonucleoside biosynthetic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"CAD",1
"GO:0050765","negative regulation of phagocytosis","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"ATG3",1
"GO:0050951","sensory perception of temperature stimulus","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"ARRB2",1
"GO:0051156","glucose 6-phosphate metabolic process","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"PGM2",1
"GO:0055093","response to hyperoxia","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"HDAC2",1
"GO:0060044","negative regulation of cardiac muscle cell proliferation","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"NOG",1
"GO:0060396","growth hormone receptor signaling pathway","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"PRLR",1
"GO:0070193","synaptonemal complex organization","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"BAG6",1
"GO:0097709","connective tissue replacement","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"TIMP1",1
"GO:1901798","positive regulation of signal transduction by p53 class mediator","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"ANKRD1",1
"GO:1904886","beta-catenin destruction complex disassembly","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"PPP1CA",1
"GO:2000316","regulation of T-helper 17 type immune response","1/1780","21/17913",0.889102752456961,0.978980946717773,0.820547886875029,"MALT1",1
"GO:0032946","positive regulation of mononuclear cell proliferation","9/1780","126/17913",0.889686976086619,0.979120503658054,0.820664858663734,"NCK2/BCL2/EBI3/HLA-E/IL6ST/RIPK2/VAV3/CD46/CD55",9
"GO:0015698","inorganic anion transport","11/1780","150/17913",0.890447007694143,0.979120503658054,0.820664858663734,"VDAC1/CLIC3/CLDN4/SLC22A11/SLC4A7/FGFR1/CA2/GRM5/P2RY6/TTYH3/ATF4",11
"GO:0007588","excretion","4/1780","64/17913",0.891219908004973,0.979120503658054,0.820664858663734,"GNAI2/COMT/AQP9/MLLT6",4
"GO:0048663","neuron fate commitment","4/1780","64/17913",0.891219908004973,0.979120503658054,0.820664858663734,"SMAD4/HOXD10/DMRT3/PAX6",4
"GO:0002712","regulation of B cell mediated immunity","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"SUPT6H/HLA-E/HPX",3
"GO:0002889","regulation of immunoglobulin mediated immune response","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"SUPT6H/HLA-E/HPX",3
"GO:0006213","pyrimidine nucleoside metabolic process","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"APOBEC3H/AK3/CAD",3
"GO:0009620","response to fungus","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"GAPDH/CRK/MALT1",3
"GO:0045599","negative regulation of fat cell differentiation","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"GATA3/SMAD3/SIRT1",3
"GO:0070228","regulation of lymphocyte apoptotic process","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"TP53/LGALS3/EFNA1",3
"GO:0150077","regulation of neuroinflammatory response","3/1780","51/17913",0.893867973526659,0.979120503658054,0.820664858663734,"GRN/MMP3/ITGAM",3
"GO:0015908","fatty acid transport","6/1780","90/17913",0.893921032829983,0.979120503658054,0.820664858663734,"MFSD2A/THBS1/RPS6KB1/ACSL3/PLA2G12A/PNPLA8",6
"GO:0001755","neural crest cell migration","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"CORO1C/FN1",2
"GO:0002714","positive regulation of B cell mediated immunity","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"HLA-E/HPX",2
"GO:0002891","positive regulation of immunoglobulin mediated immune response","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"HLA-E/HPX",2
"GO:0008207","C21-steroid hormone metabolic process","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"CYP11A1/REST",2
"GO:0045124","regulation of bone resorption","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"EGFR/CA2",2
"GO:0046006","regulation of activated T cell proliferation","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"PDCD1LG2/CASP3",2
"GO:0048278","vesicle docking","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"SCFD1/EXOC6B",2
"GO:0051932","synaptic transmission, GABAergic","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"CA2/KIF5B",2
"GO:1901381","positive regulation of potassium ion transmembrane transport","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"FLNA/ATP1B3",2
"GO:2000648","positive regulation of stem cell proliferation","2/1780","37/17913",0.894491146079206,0.979120503658054,0.820664858663734,"KDM1A/PAX6",2
"GO:1903046","meiotic cell cycle process","11/1780","151/17913",0.895162780540092,0.979120503658054,0.820664858663734,"BAG6/TUBG1/MARF1/PPP2R1A/OVOL1/HSF1/WASHC5/ACTR3/RAD1/DNMT3L/ACTR2",11
"GO:1902105","regulation of leukocyte differentiation","21/1780","267/17913",0.896309098165173,0.979120503658054,0.820664858663734,"CLPTM1/TOB2/GATA3/RHOA/AP3D1/HLA-G/UBASH3B/SFRP1/CA2/CCR1/RB1/FSTL3/SOCS5/HLA-DOA/RIPK2/TMEM178A/MALT1/FBXW7/CD46/XBP1/TLR3",21
"GO:0032526","response to retinoic acid","7/1780","103/17913",0.897028175239749,0.979120503658054,0.820664858663734,"SNW1/AQP1/PTK2B/PTGES/YES1/HDAC2/GDAP2",7
"GO:0099565","chemical synaptic transmission, postsynaptic","7/1780","103/17913",0.897028175239749,0.979120503658054,0.820664858663734,"GSK3A/EIF4A3/CHRNE/PTK2B/INSYN2A/ARRB2/RAB3GAP1",7
"GO:0001570","vasculogenesis","5/1780","78/17913",0.898029197130456,0.979120503658054,0.820664858663734,"ENG/EMP2/RAP1A/AGGF1/FBXW7",5
"GO:0032945","negative regulation of mononuclear cell proliferation","4/1780","65/17913",0.898071996495835,0.979120503658054,0.820664858663734,"PDCD1LG2/HLA-G/ITCH/CASP3",4
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","4/1780","65/17913",0.898071996495835,0.979120503658054,0.820664858663734,"HSPB1/RELA/MYO1C/NUS1",4
"GO:0050672","negative regulation of lymphocyte proliferation","4/1780","65/17913",0.898071996495835,0.979120503658054,0.820664858663734,"PDCD1LG2/HLA-G/ITCH/CASP3",4
"GO:0050670","regulation of lymphocyte proliferation","15/1780","199/17913",0.89959726917088,0.979120503658054,0.820664858663734,"NCK2/BCL2/EBI3/PDCD1LG2/HLA-G/HLA-E/CD22/LGALS3/IL6ST/ITCH/RIPK2/VAV3/CD46/CASP3/CD55",15
"GO:0090276","regulation of peptide hormone secretion","15/1780","199/17913",0.89959726917088,0.979120503658054,0.820664858663734,"CDK16/SIDT2/RAC1/EGFR/SLC2A1/TCF7L2/SOX4/SFRP1/AIMP1/REST/PPP3CB/ENSA/RAP1A/PTPN11/KIF5B",15
"GO:0001656","metanephros development","6/1780","91/17913",0.899708052613851,0.979120503658054,0.820664858663734,"APH1A/SMAD4/BCL2/GATA3/STAT1/GPC3",6
"GO:0017158","regulation of calcium ion-dependent exocytosis","6/1780","91/17913",0.899708052613851,0.979120503658054,0.820664858663734,"GNAI2/REST/RAP1A/RAP1B/RAB5A/RAB3GAP1",6
"GO:0009582","detection of abiotic stimulus","9/1780","128/17913",0.899746574312966,0.979120503658054,0.820664858663734,"JUP/GNB1/NMT1/SERPINE2/FNTA/CDS1/OPN3/METAP2/ARRB2",9
"GO:0006582","melanin metabolic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"BCL2",1
"GO:0008299","isoprenoid biosynthetic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"NUS1",1
"GO:0009220","pyrimidine ribonucleotide biosynthetic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"CAD",1
"GO:0009595","detection of biotic stimulus","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"SCARB1",1
"GO:0010226","response to lithium ion","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"PTK2B",1
"GO:0010528","regulation of transposition","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"APOBEC3H",1
"GO:0010529","negative regulation of transposition","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"APOBEC3H",1
"GO:0010842","retina layer formation","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"TFAP2A",1
"GO:0010988","regulation of low-density lipoprotein particle clearance","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"ANXA2",1
"GO:0021516","dorsal spinal cord development","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"DRAXIN",1
"GO:0030318","melanocyte differentiation","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"BCL2",1
"GO:0030813","positive regulation of nucleotide catabolic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"PRXL2C",1
"GO:0033622","integrin activation","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"FN1",1
"GO:0035584","calcium-mediated signaling using intracellular calcium source","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"GRM5",1
"GO:0035590","purinergic nucleotide receptor signaling pathway","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"P2RY6",1
"GO:0042094","interleukin-2 biosynthetic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"ZFP36",1
"GO:0043950","positive regulation of cAMP-mediated signaling","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"GSK3A",1
"GO:0045649","regulation of macrophage differentiation","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"RB1",1
"GO:0050927","positive regulation of positive chemotaxis","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"SMAD3",1
"GO:0051197","positive regulation of coenzyme metabolic process","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"PRXL2C",1
"GO:0051457","maintenance of protein location in nucleus","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"MORC3",1
"GO:0060547","negative regulation of necrotic cell death","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"YBX3",1
"GO:0071378","cellular response to growth hormone stimulus","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"PRLR",1
"GO:0072643","interferon-gamma secretion","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"GATA3",1
"GO:0098810","neurotransmitter reuptake","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"TOR1A",1
"GO:0150079","negative regulation of neuroinflammatory response","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"GRN",1
"GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"IL1R2",1
"GO:1904666","regulation of ubiquitin protein ligase activity","1/1780","22/17913",0.900135454258135,0.979120503658054,0.820664858663734,"RAB1A",1
"GO:0045619","regulation of lymphocyte differentiation","12/1780","164/17913",0.900293005482193,0.979120503658054,0.820664858663734,"CLPTM1/GATA3/RHOA/AP3D1/HLA-G/SFRP1/SOCS5/HLA-DOA/RIPK2/MALT1/CD46/XBP1",12
"GO:0050704","regulation of interleukin-1 secretion","3/1780","52/17913",0.901277944430982,0.979627380014793,0.821089704851828,"IL1R2/LILRA5/RIPK2",3
"GO:0051784","negative regulation of nuclear division","3/1780","52/17913",0.901277944430982,0.979627380014793,0.821089704851828,"DYNC1LI1/RAD1/PSMG2",3
"GO:0072528","pyrimidine-containing compound biosynthetic process","3/1780","52/17913",0.901277944430982,0.979627380014793,0.821089704851828,"PRPS1/CDS1/CAD",3
"GO:0050868","negative regulation of T cell activation","7/1780","104/17913",0.902355098099251,0.980123668823184,0.821505676923981,"DUSP3/PDCD1LG2/HLA-G/LGALS3/SOCS5/ITCH/CASP3",7
"GO:0032941","secretion by tissue","2/1780","38/17913",0.902928964615161,0.980123668823184,0.821505676923981,"COPA/AQP1",2
"GO:1901658","glycosyl compound catabolic process","2/1780","38/17913",0.902928964615161,0.980123668823184,0.821505676923981,"GBA/APOBEC3H",2
"GO:1903523","negative regulation of blood circulation","2/1780","38/17913",0.902928964615161,0.980123668823184,0.821505676923981,"DOCK5/BMPR2",2
"GO:0030073","insulin secretion","15/1780","200/17913",0.903477659862046,0.980123668823184,0.821505676923981,"RAB11B/CDK16/SIDT2/RAC1/SLC2A1/TCF7L2/SOX4/SFRP1/REST/PPP3CB/ENSA/RAP1A/PTPN11/SMAD2/KIF5B",15
"GO:0032944","regulation of mononuclear cell proliferation","15/1780","200/17913",0.903477659862046,0.980123668823184,0.821505676923981,"NCK2/BCL2/EBI3/PDCD1LG2/HLA-G/HLA-E/CD22/LGALS3/IL6ST/ITCH/RIPK2/VAV3/CD46/CASP3/CD55",15
"GO:0045652","regulation of megakaryocyte differentiation","5/1780","79/17913",0.904006643934093,0.980123668823184,0.821505676923981,"SIN3A/LOX/THBS1/GABPA/HDAC1",5
"GO:0097756","negative regulation of blood vessel diameter","5/1780","79/17913",0.904006643934093,0.980123668823184,0.821505676923981,"EGFR/RHOA/DOCK5/ECE1/BMPR2",5
"GO:0043030","regulation of macrophage activation","4/1780","66/17913",0.904540815451455,0.980123668823184,0.821505676923981,"GRN/THBS1/SLC7A2/ITGAM",4
"GO:1903672","positive regulation of sprouting angiogenesis","4/1780","66/17913",0.904540815451455,0.980123668823184,0.821505676923981,"PLK2/JAK1/PDPK1/ITGA5",4
"GO:0043583","ear development","16/1780","212/17913",0.904849688711598,0.980123668823184,0.821505676923981,"TFAP2A/TRIOBP/DLX5/BCL2/GATA3/ANP32B/LRP10/FGFR1/NOG/MAPK3/TGFB2/IFT27/ECE1/PTPN11/GSC/SEC24B",16
"GO:0006821","chloride transport","6/1780","92/17913",0.905221997038255,0.980123668823184,0.821505676923981,"CLIC3/CLDN4/CA2/GRM5/P2RY6/TTYH3",6
"GO:0019932","second-messenger-mediated signaling","29/1780","360/17913",0.905307510120947,0.980123668823184,0.821505676923981,"CRTC3/GNAI2/GSK3A/CHERP/GNB1/MGRN1/PPP2R1A/EGFR/CHP1/SLC9A1/AQP1/FHL2/CD22/PTK2B/CAMTA1/THBS1/GRM5/PPP3CB/ZMPSTE24/TMBIM4/P2RY6/CHP2/MYOZ1/NR5A2/GNAI1/PDPK1/SPPL3/LAT2/PPP2CA",29
"GO:0008033","tRNA processing","7/1780","105/17913",0.907445360668507,0.980123668823184,0.821505676923981,"URM1/METTL1/FTSJ1/SSB/USP14/DDX1/RPP30",7
"GO:0006336","DNA replication-independent nucleosome assembly","3/1780","53/17913",0.908217603515364,0.980123668823184,0.821505676923981,"RSF1/HAT1/RBBP4",3
"GO:0034724","DNA replication-independent nucleosome organization","3/1780","53/17913",0.908217603515364,0.980123668823184,0.821505676923981,"RSF1/HAT1/RBBP4",3
"GO:0031214","biomineral tissue development","11/1780","154/17913",0.908314795958211,0.980123668823184,0.821505676923981,"TFAP2A/LOX/PTK2B/SMAD3/CCR1/GPC3/BMPR1A/ZMPSTE24/ATF4/SBDS/BMPR2",11
"GO:0006631","fatty acid metabolic process","27/1780","339/17913",0.909466339600632,0.980123668823184,0.821505676923981,"NR1H2/LYPLA2/ADIPOR1/TNFRSF1A/ECH1/GSTP1/TECR/ELOVL1/FADS2/FADS3/PTGES/MAPK3/MGLL/ACSL5/ACBD5/TBXAS1/ERLIN1/DLD/ABHD5/PTGES3/ACSL3/PAM/HADHA/XBP1/HACD3/PNPLA8/SIRT1",27
"GO:0032637","interleukin-8 production","5/1780","80/17913",0.909676229100516,0.980123668823184,0.821505676923981,"MYD88/SERPINE1/APOA2/RAB1A/TLR3",5
"GO:0007141","male meiosis I","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"DNMT3L",1
"GO:0007413","axonal fasciculation","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"CASP3",1
"GO:0021801","cerebral cortex radial glia guided migration","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"ADGRG1",1
"GO:0022030","telencephalon glial cell migration","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"ADGRG1",1
"GO:0031114","regulation of microtubule depolymerization","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"SPAST",1
"GO:0032098","regulation of appetite","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"NUCB2",1
"GO:0035588","G protein-coupled purinergic receptor signaling pathway","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"P2RY6",1
"GO:0042430","indole-containing compound metabolic process","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"KYNU",1
"GO:0042537","benzene-containing compound metabolic process","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"KYNU",1
"GO:0048240","sperm capacitation","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"DLD",1
"GO:0050926","regulation of positive chemotaxis","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"SMAD3",1
"GO:0051151","negative regulation of smooth muscle cell differentiation","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"FOXO4",1
"GO:0051953","negative regulation of amine transport","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"ARL6IP5",1
"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"EHD2",1
"GO:0071157","negative regulation of cell cycle arrest","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"MDM2",1
"GO:0072170","metanephric tubule development","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"STAT1",1
"GO:0072215","regulation of metanephros development","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"STAT1",1
"GO:0072243","metanephric nephron epithelium development","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"STAT1",1
"GO:0090140","regulation of mitochondrial fission","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"VPS35",1
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"NOG",1
"GO:0106030","neuron projection fasciculation","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"CASP3",1
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"MYO1C",1
"GO:1903861","positive regulation of dendrite extension","1/1780","23/17913",0.910071114166498,0.980123668823184,0.821505676923981,"RNF157",1
"GO:0032611","interleukin-1 beta production","6/1780","93/17913",0.910472401274258,0.980123668823184,0.821505676923981,"HSPB1/GSTP1/SMAD3/LILRA5/RIPK2/ARRB2",6
"GO:0045132","meiotic chromosome segregation","4/1780","67/17913",0.910643291171228,0.980123668823184,0.821505676923981,"BAG6/PPP2R1A/ACTR3/ACTR2",4
"GO:0050918","positive chemotaxis","4/1780","67/17913",0.910643291171228,0.980123668823184,0.821505676923981,"VEGFB/LGALS3/SMAD3/PGF",4
"GO:0061180","mammary gland epithelium development","4/1780","67/17913",0.910643291171228,0.980123668823184,0.821505676923981,"ZNF703/GATA3/MED1/KDM5B",4
"GO:0003298","physiological muscle hypertrophy","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"GSK3A/MAP2K4",2
"GO:0003301","physiological cardiac muscle hypertrophy","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"GSK3A/MAP2K4",2
"GO:0030890","positive regulation of B cell proliferation","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"BCL2/VAV3",2
"GO:0060045","positive regulation of cardiac muscle cell proliferation","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"FGFR1/BMPR1A",2
"GO:0061049","cell growth involved in cardiac muscle cell development","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"GSK3A/MAP2K4",2
"GO:0097035","regulation of membrane lipid distribution","2/1780","39/17913",0.910732851168153,0.980123668823184,0.821505676923981,"TLCD1/TMEM30A",2
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","23/1780","295/17913",0.913220130909529,0.982613757878338,0.823592783235078,"KDELR1/GATA3/SUPT6H/UNC13D/EBI3/B2M/HLA-G/HLA-E/PVR/CLU/SERPING1/IL18BP/SOCS5/MAP3K7/EMP2/PPP3CB/ADAM17/RIPK2/STX7/HPX/MALT1/CD46/CD55",23
"GO:0002763","positive regulation of myeloid leukocyte differentiation","3/1780","54/17913",0.914711860002494,0.983520901263546,0.824353119368605,"CA2/CCR1/RB1",3
"GO:0032715","negative regulation of interleukin-6 production","3/1780","54/17913",0.914711860002494,0.983520901263546,0.824353119368605,"GBA/SOCS5/ARRB2",3
"GO:0061005","cell differentiation involved in kidney development","3/1780","54/17913",0.914711860002494,0.983520901263546,0.824353119368605,"GATA3/GLIS2/STAT1",3
"GO:0051928","positive regulation of calcium ion transport","8/1780","119/17913",0.914757787404018,0.983520901263546,0.824353119368605,"SLC9A1/LGALS3/CCR1/LILRA5/P2RY6/SUMO1/ARRB2/PDPK1",8
"GO:0043537","negative regulation of blood vessel endothelial cell migration","5/1780","81/17913",0.915050192722213,0.98364856549224,0.824460123098796,"CSNK2B/JUP/RHOA/THBS1/PDCD10",5
"GO:0090596","sensory organ morphogenesis","19/1780","250/17913",0.915846375453591,0.983806892275861,0.824592827119412,"TFAP2A/TRIOBP/DLX5/BCL2/ARID1A/GATA3/MFN2/FAT1/FGFR1/NOG/THRB/MAPK3/TBC1D20/HDAC2/PAX6/GSC/HDAC1/SEC24B/SP3",19
"GO:0043647","inositol phosphate metabolic process","4/1780","68/17913",0.916396046150217,0.983806892275861,0.824592827119412,"IP6K1/PTK2B/PLCD3/P2RY6",4
