Tag	dynamicColors	mergedColors
LAMA2	grey	grey
UBE2F-SCLY	blue	blue
PRDX1	grey	grey
R3HDML	turquoise	brown
C19orf57	brown	brown
ANXA1	grey	grey
CACNA1H	turquoise	brown
CSPP1	blue	blue
VMA21	pink	pink
DKKL1	brown	brown
TSEN15	grey	grey
GJA10	grey	grey
MAP7D2	grey	grey
MOV10	grey	grey
NKAPL	grey	grey
CASQ1	grey	grey
LPO	turquoise	brown
C6orf52	grey	grey
EDAR	turquoise	brown
MFGE8	black	black
CD300LB	grey	grey
FAM155B	grey	grey
NDUFB1	grey	grey
DCAF12L1	grey	grey
UBAC2	tan	pink
AEN	grey	grey
ACTR3C	grey	grey
OR2L2	grey	grey
LSP1	brown	brown
NIBAN2	magenta	green
MSMP	grey	grey
PPP1R16A	turquoise	brown
CERCAM	black	black
CEBPZ	blue	blue
RAB17	grey	grey
TMEM116	grey	grey
RPL13	grey	grey
OR5B21	grey	grey
CBR4	grey	grey
CACNA1S	turquoise	brown
IFT22	grey	grey
SUPT20H	blue	blue
RWDD2A	grey	grey
SGK1	grey	grey
THAP11	blue	blue
CD83	brown	brown
FBN1	grey	grey
BSG	grey	grey
COG6	red	pink
WFDC2	grey	grey
SPIN4	grey	grey
NDRG3	green	green
PLCD1	turquoise	brown
MRPS31	grey	grey
AP3S1	grey	grey
MED6	red	pink
IFNA21	grey	grey
NFE4	grey	grey
OCIAD2	blue	blue
CMYA5	blue	blue
TLL2	turquoise	brown
CDCP1	grey	grey
SLC35G3	brown	brown
EPG5	blue	blue
TMEM11	yellow	yellow
ZNF776	turquoise	brown
CXCL5	grey	grey
HDHD3	yellow	yellow
CLDN23	grey	grey
RPL41	yellow	yellow
FFAR3	grey	grey
MYH7B	brown	brown
HSD11B1	grey	grey
PLEKHG3	grey	grey
IL9R	brown	brown
FOXD3	grey	grey
COG1	green	green
COX17	red	pink
SLC39A2	grey	grey
AGO2	grey	grey
FAR1	blue	blue
CPLANE1	blue	blue
UBALD1	green	green
MDM4	blue	blue
OPN1SW	grey	grey
RHNO1	grey	grey
LAMP1	magenta	green
TACR3	black	black
C1orf50	grey	grey
ERMAP	grey	grey
ITPKB	grey	grey
PPP1R10	magenta	green
HDAC11	turquoise	brown
VAX2	grey	grey
MTHFSD	magenta	green
SLC2A3	black	black
UBFD1	grey	grey
MAN1A2	blue	blue
DLG1	blue	blue
AFG3L2	pink	pink
HOXB13	grey	grey
PSME3	purple	pink
MRPL44	yellow	yellow
IER3	grey	grey
OR51A2	grey	grey
ATP2B3	red	pink
ENOPH1	grey	grey
SMIM10L1	grey	grey
OR8B12	brown	brown
KERA	grey	grey
C9orf40	grey	grey
NPW	turquoise	brown
HUNK	black	black
UBL3	black	black
DHRS1	grey	grey
NOXRED1	grey	grey
SNAPIN	yellow	yellow
RNASE1	grey	grey
TFB2M	yellow	yellow
ADGRL3	grey	grey
OR51L1	grey	grey
ARPC5	grey	grey
NMNAT3	turquoise	brown
MRPS18A	yellow	yellow
CTSO	grey	grey
SORD	brown	brown
SHPRH	blue	blue
MED11	grey	grey
HTR1F	grey	grey
RFX6	grey	grey
GTF2H3	grey	grey
FAM181B	grey	grey
ZNF544	grey	grey
LMNA	grey	grey
TAAR2	grey	grey
ANKRD63	turquoise	brown
IGLL1	turquoise	brown
RAB11A	grey	grey
PSG11	grey	grey
RNFT1	grey	grey
PIGH	yellow	yellow
KLHL3	grey	grey
MEIG1	grey	grey
IDH1	grey	grey
RTL8B	grey	grey
ATF6B	green	green
PIK3R1	grey	grey
CREM	grey	grey
ERAL1	grey	grey
CTLA4	grey	grey
AKTIP	red	pink
NCK2	green	green
ZC3H14	blue	blue
CHAC1	turquoise	brown
OR5H14	grey	grey
ENDOU	grey	grey
POTEE	grey	grey
FLNA	black	black
TTC9B	turquoise	brown
RDX	red	pink
LRRC74A	brown	brown
OR52W1	grey	grey
KDM5C	grey	grey
SPTSSB	brown	brown
FOXS1	grey	grey
CLDN24	grey	grey
DMD	grey	grey
GDF1	grey	grey
APLP1	brown	brown
ANKRD54	grey	grey
TRIM40	grey	grey
ZNHIT2	turquoise	brown
FN1	black	black
KCTD1	purple	pink
OAZ1	yellow	yellow
POLR2G	grey	grey
OR52N5	grey	grey
APIP	grey	grey
RPIA	grey	grey
ERVV-1	grey	grey
MED26	grey	grey
PLEC	grey	grey
PBDC1	grey	grey
URI1	red	pink
OSBPL3	grey	grey
OGFRL1	blue	blue
PRSS38	grey	grey
ATP6V0B	yellow	yellow
PIGA	grey	grey
RPS9	yellow	yellow
TLE2	red	pink
SERPIND1	grey	grey
KRTAP10-12	grey	grey
AGBL5	grey	grey
CALM2	grey	grey
CORO1B	blue	blue
WFIKKN1	brown	brown
PHTF2	grey	grey
CALU	pink	pink
HSF2	pink	pink
VDR	grey	grey
GDI1	green	green
SIGLEC9	turquoise	brown
OR7G3	grey	grey
SLITRK2	turquoise	brown
SYNGR4	grey	grey
ATP6V0E1	yellow	yellow
GPR33	grey	grey
CALCA	grey	grey
LMCD1	grey	grey
BTD	grey	grey
CD300LG	grey	grey
PTEN	blue	blue
ZDHHC16	purple	pink
DAB2	red	pink
IBSP	grey	grey
CD207	grey	grey
TSPAN3	grey	grey
SAP30L	grey	grey
CTC1	brown	brown
ZNF516	turquoise	brown
CHRAC1	green	green
FRZB	grey	grey
MNAT1	grey	grey
FYB1	grey	grey
ZHX1	grey	grey
PEX19	grey	grey
FARP2	grey	grey
WDR25	grey	grey
RPS17	yellow	yellow
COL10A1	grey	grey
CPA1	brown	brown
PPP2R5A	blue	blue
MRC1	grey	grey
TM2D3	grey	grey
ZNF92	blue	blue
DIO1	turquoise	brown
PLPP5	grey	grey
THTPA	grey	grey
KCNE4	grey	grey
PPP1R18	grey	grey
LSMEM2	grey	grey
FAM241A	grey	grey
LOX	black	black
GPR137	green	green
KRT8	green	green
UGDH	black	black
BARHL2	grey	grey
MT3	turquoise	brown
RAB12	grey	grey
VDAC1	green	green
ARHGEF7	grey	grey
USP7	pink	pink
ITLN2	brown	brown
CELF6	turquoise	brown
SP1	magenta	green
CDYL2	blue	blue
DEFA4	grey	grey
MYLK	grey	grey
FOXO3B	grey	grey
GATD3A	brown	brown
DUSP21	grey	grey
SMARCD3	blue	blue
PCP4L1	grey	grey
NIP7	yellow	yellow
YWHAG	grey	grey
PLAGL1	grey	grey
RELCH	turquoise	brown
ABCA2	turquoise	brown
TNFRSF11B	grey	grey
GAS2L1	turquoise	brown
CLCF1	brown	brown
ATG3	red	pink
KCND2	brown	brown
GRID1	turquoise	brown
RAD9A	grey	grey
CALB2	brown	brown
LCE1B	turquoise	brown
PLET1	grey	grey
HAUS2	grey	grey
NONO	green	green
CST7	grey	grey
TRIM10	grey	grey
SLC17A2	grey	grey
METRN	turquoise	brown
RBM47	magenta	green
PCDHB8	grey	grey
ESYT1	grey	grey
CCDC102A	turquoise	brown
ZC4H2	turquoise	brown
ZNF30	grey	grey
CNTNAP3B	grey	grey
NEDD4L	grey	grey
DUOXA1	grey	grey
TRIM55	grey	grey
CCL18	grey	grey
VAV2	red	pink
OR6X1	grey	grey
WDR5B	grey	grey
TMEM69	purple	pink
HAND2	brown	brown
RLF	tan	pink
MUC22	grey	grey
CALB1	grey	grey
SH3BP2	grey	grey
KCNA7	brown	brown
DRD4	turquoise	brown
CCIN	grey	grey
ZBTB34	grey	grey
TAS2R9	grey	grey
COL4A6	grey	grey
SMIM7	yellow	yellow
PWWP2A	grey	grey
UBE2W	grey	grey
CD19	turquoise	brown
CLIC2	grey	grey
ELK1	grey	grey
ZNF71	grey	grey
WSCD1	turquoise	brown
OR52M1	grey	grey
HUS1	greenyellow	pink
SP140L	grey	grey
TBC1D32	blue	blue
AKR1B15	grey	grey
TACSTD2	grey	grey
ATP6V1G2	brown	brown
MLH3	blue	blue
TMEM18	grey	grey
LCE2D	grey	grey
ERN1	grey	grey
ALMS1	blue	blue
CBFA2T3	turquoise	brown
HLA-B	grey	grey
ZFP91-CNTF	red	pink
PGAP1	blue	blue
PRMT1	yellow	yellow
BCAS3	green	green
SERPINI1	grey	grey
GREB1	brown	brown
YJEFN3	grey	grey
HIC1	turquoise	brown
KY	red	pink
RNF187	turquoise	brown
RS1	brown	brown
RPL28	yellow	yellow
TSG101	purple	pink
SEM1	grey	grey
ALKBH2	blue	blue
CITED2	black	black
TAS2R41	grey	grey
MUC3A	grey	grey
TTLL2	grey	grey
CCNG1	red	pink
ABCG1	grey	grey
SIVA1	turquoise	brown
SPART	red	pink
NDUFAF2	grey	grey
ABCB7	grey	grey
TYK2	grey	grey
ERC1	blue	blue
PHKG2	grey	grey
TRIM41	greenyellow	pink
TRIOBP	green	green
OR11G2	grey	grey
TMEM270	grey	grey
ASH2L	grey	grey
APOA4	turquoise	brown
HYDIN	grey	grey
SLC25A39	grey	grey
SUSD1	grey	grey
SCGB3A2	grey	grey
ART4	black	black
ATP2B2	turquoise	brown
SLC45A2	grey	grey
MBL2	grey	grey
HP1BP3	brown	brown
LYRM7	grey	grey
PLCXD2	grey	grey
FAM180B	grey	grey
HMGCR	grey	grey
CCDC84	grey	grey
WDR20	yellow	yellow
SFMBT2	grey	grey
PTGS2	grey	grey
C10orf105	grey	grey
ZSCAN10	turquoise	brown
RNF4	green	green
WDR36	red	pink
USP50	grey	grey
FLRT1	turquoise	brown
NOLC1	grey	grey
CPQ	grey	grey
AGRP	grey	grey
MRPS17	grey	grey
UQCC2	grey	grey
REEP2	turquoise	brown
ZNF235	grey	grey
RSPO3	grey	grey
CCHCR1	brown	brown
SHMT2	green	green
FAM133A	grey	grey
FXYD1	brown	brown
POU2F1	turquoise	brown
LRCH3	blue	blue
GEMIN4	grey	grey
PPP1R1B	brown	brown
ITGA11	grey	grey
C1QL1	red	pink
IL32	turquoise	brown
OR12D3	turquoise	brown
DNAI1	brown	brown
COL11A2	brown	brown
DCHS1	turquoise	brown
RIMKLA	grey	grey
PMS2	grey	grey
RUBCN	grey	grey
CREBBP	magenta	green
CTSH	grey	grey
FMN2	grey	grey
GLIS1	turquoise	brown
NOXO1	turquoise	brown
MINDY2	blue	blue
CLEC2D	blue	blue
ASTN1	brown	brown
MOGAT3	turquoise	brown
OR4C15	grey	grey
MAP4K1	turquoise	brown
SGCE	turquoise	brown
ZSCAN4	turquoise	brown
FOXC1	grey	grey
PRAF2	grey	grey
VPS37B	grey	grey
OR1S2	grey	grey
HOXA13	grey	grey
INSL6	yellow	yellow
C19orf84	grey	grey
STC1	grey	grey
PAIP2B	grey	grey
SLC29A3	green	green
RGS19	turquoise	brown
LYPLA1	yellow	yellow
KLHDC7B	grey	grey
NUP160	pink	pink
SLC36A4	grey	grey
TOPBP1	blue	blue
FAM166B	brown	brown
ARHGAP15	grey	grey
SKIL	pink	pink
IRF2BPL	grey	grey
DAB2IP	grey	grey
CATSPERB	grey	grey
MAL	grey	grey
RHBDL3	turquoise	brown
TRPM2	turquoise	brown
DENND1B	grey	grey
DUSP23	brown	brown
RPP38	grey	grey
SREK1	blue	blue
SNRNP27	tan	pink
LRRC36	grey	grey
TAAR1	grey	grey
PADI2	brown	brown
TIMM8A	turquoise	brown
LYL1	turquoise	brown
BTBD1	grey	grey
CCDC18	grey	grey
C12orf65	turquoise	brown
BCKDHB	grey	grey
STEAP4	grey	grey
CALR	grey	grey
ZNF318	grey	grey
MCPH1	red	pink
UCN	turquoise	brown
CYP11B1	turquoise	brown
KLRG1	grey	grey
C20orf194	grey	grey
ANGPTL7	turquoise	brown
RAB14	grey	grey
AIMP1	greenyellow	pink
TMEM181	grey	grey
TRAPPC1	green	green
SCAMP1	grey	grey
ESPNL	turquoise	brown
CDC42EP4	grey	grey
LOR	turquoise	brown
DOK1	brown	brown
ZNF770	pink	pink
NCKIPSD	turquoise	brown
ANKRD28	blue	blue
DAPK1	magenta	green
ZNF766	grey	grey
C11orf21	brown	brown
AUP1	yellow	yellow
GID8	grey	grey
PFKFB3	brown	brown
MGAT5	grey	grey
VEGFC	grey	grey
PRR5L	turquoise	brown
ATOH8	grey	grey
LRP6	blue	blue
LATS2	grey	grey
TEK	grey	grey
CCSAP	grey	grey
TBC1D15	blue	blue
DOCK7	turquoise	brown
TLL1	grey	grey
NSG1	yellow	yellow
FOXL2	turquoise	brown
BAG6	magenta	green
B2M	black	black
ZBTB22	grey	grey
GALR2	grey	grey
STARD7	purple	pink
PPP1R8	grey	grey
ZCCHC10	grey	grey
MGME1	grey	grey
TCF3	brown	brown
ZNRD2	turquoise	brown
DUSP8	turquoise	brown
HEBP2	tan	pink
NUP54	tan	pink
SLC32A1	grey	grey
C2orf72	grey	grey
KRTAP22-1	grey	grey
FAHD1	grey	grey
UBD	grey	grey
MTHFR	grey	grey
TRRAP	blue	blue
ATP6V1C1	tan	pink
NUGGC	brown	brown
FLT4	grey	grey
MTMR7	blue	blue
PRR22	turquoise	brown
DTWD2	grey	grey
DSE	grey	grey
PDLIM1	grey	grey
TNFSF12	brown	brown
GZMA	grey	grey
RTL5	grey	grey
MYO1F	red	pink
PPP1R9A	blue	blue
MIPEP	grey	grey
DONSON	red	pink
LTC4S	turquoise	brown
ASIP	grey	grey
CDK8	grey	grey
SLC43A3	black	black
LRRC58	greenyellow	pink
CHST9	blue	blue
VSX1	turquoise	brown
EIF2S3	grey	grey
EML2	grey	grey
ANTXR2	grey	grey
IGIP	blue	blue
CLHC1	grey	grey
GINS2	grey	grey
CNIH2	turquoise	brown
SOGA3	grey	grey
SRRM2	magenta	green
FOXD4L5	grey	grey
HOXD10	black	black
OR2M2	grey	grey
UHRF1BP1L	pink	pink
CNFN	turquoise	brown
RC3H2	blue	blue
RABL6	turquoise	brown
AKT1S1	blue	blue
GABARAPL1	grey	grey
NOA1	green	green
EPX	turquoise	brown
ATP6V1B2	grey	grey
FGD6	grey	grey
FAM83H	grey	grey
ZCCHC13	grey	grey
MCCC2	grey	grey
BAIAP2L1	grey	grey
EBP	brown	brown
NAMPT	grey	grey
OSBPL1A	grey	grey
RGS8	grey	grey
BRD2	brown	brown
OR8J1	grey	grey
KRTAP4-3	grey	grey
MAN1B1	grey	grey
ELOB	blue	blue
CBX3	grey	grey
HLA-G	black	black
CNGA1	turquoise	brown
KALRN	grey	grey
ZNF445	grey	grey
OR5F1	brown	brown
GPR158	grey	grey
DDHD1	grey	grey
PPP1CC	tan	pink
USF2	grey	grey
STXBP3	turquoise	brown
VENTX	grey	grey
CGA	grey	grey
SND1	grey	grey
PREX2	grey	grey
SNAP25	brown	brown
CNPPD1	green	green
FBXW10	brown	brown
KLF10	grey	grey
GDF15	yellow	yellow
TLX2	turquoise	brown
PDGFRA	grey	grey
CXCR2	grey	grey
UCK1	yellow	yellow
TRPM5	brown	brown
GABPB2	grey	grey
PCBP1	magenta	green
NDUFA4	yellow	yellow
EZH1	grey	grey
GSPT1	grey	grey
SMG6	grey	grey
SIKE1	grey	grey
UGT3A1	brown	brown
OSGEPL1	grey	grey
CREB3	yellow	yellow
IRS2	blue	blue
HCFC1	magenta	green
EID2B	grey	grey
ADAM33	grey	grey
COX8C	grey	grey
GTF3C6	grey	grey
TCEAL5	grey	grey
GIPC1	grey	grey
ANKRD20A4	blue	blue
ERLEC1	greenyellow	pink
CCDC60	brown	brown
HILPDA	grey	grey
ELAVL3	turquoise	brown
CUX1	blue	blue
METTL5	yellow	yellow
CERS6	grey	grey
NME1	grey	grey
MBD5	blue	blue
TUFM	yellow	yellow
KLHL21	turquoise	brown
PHB	yellow	yellow
MTMR14	grey	grey
IQCM	grey	grey
ASPDH	turquoise	brown
OR4K5	grey	grey
TRIM17	brown	brown
HR	turquoise	brown
PMEPA1	red	pink
SLC4A7	black	black
WASHC3	grey	grey
TRIM66	grey	grey
DUSP14	grey	grey
CYBA	blue	blue
SPR	grey	grey
LRRC75A	turquoise	brown
ALG2	purple	pink
OR51B4	grey	grey
DPY19L4	grey	grey
ZBTB38	blue	blue
OPN1LW	grey	grey
C19orf81	brown	brown
COIL	grey	grey
IBA57	brown	brown
MEX3B	grey	grey
DDX43	grey	grey
UMODL1	brown	brown
EPHA2	turquoise	brown
RBM41	blue	blue
OR10H1	grey	grey
DCTN6	purple	pink
RSPO2	grey	grey
GPR82	grey	grey
ZNF273	blue	blue
TCF15	grey	grey
TEX48	grey	grey
XKR4	brown	brown
LCOR	greenyellow	pink
MS4A2	grey	grey
ANAPC11	yellow	yellow
PAGE1	grey	grey
GNG7	brown	brown
BBS1	grey	grey
HTATSF1	red	pink
IGFL1	grey	grey
SLC48A1	grey	grey
PDE4A	turquoise	brown
MAPK1IP1L	magenta	green
HES7	brown	brown
SIGIRR	turquoise	brown
TBCCD1	grey	grey
RHOD	green	green
SRBD1	grey	grey
PCDHB1	grey	grey
FKBP9	grey	grey
USP16	red	pink
ZNF703	magenta	green
SURF4	purple	pink
IAH1	yellow	yellow
TMEM104	grey	grey
TCF21	grey	grey
B4GALNT4	brown	brown
MRPS26	turquoise	brown
ARMC10	grey	grey
EXOC2	pink	pink
DPM2	grey	grey
CDK5	blue	blue
AREG	grey	grey
BIVM	blue	blue
ATOH7	grey	grey
PCID2	grey	grey
RHOV	grey	grey
SH3BGRL3	pink	pink
RXFP1	grey	grey
CILP2	turquoise	brown
MTLN	grey	grey
LRRC66	grey	grey
NEURL1B	turquoise	brown
CLIC5	grey	grey
SLC11A2	grey	grey
SPINDOC	grey	grey
SPINT2	grey	grey
GNG13	turquoise	brown
ARSK	grey	grey
IDO2	blue	blue
FAM98B	blue	blue
HMGB4	grey	grey
LRRC29	turquoise	brown
BTN1A1	brown	brown
PKN2	blue	blue
SPATA45	grey	grey
C14orf132	grey	grey
ARHGEF28	grey	grey
OR52N4	grey	grey
FAP	grey	grey
HNRNPC	pink	pink
AQP10	turquoise	brown
NUDT16	grey	grey
C11orf95	turquoise	brown
PLAUR	black	black
TADA1	grey	grey
SLC6A15	grey	grey
CFAP77	grey	grey
PRR14	grey	grey
NREP	grey	grey
SEC23IP	turquoise	brown
RAB8A	grey	grey
LMOD1	brown	brown
AP3B2	brown	brown
ME2	grey	grey
DEFB119	grey	grey
AFMID	grey	grey
TBXAS1	pink	pink
RRNAD1	grey	grey
PIK3R5	brown	brown
MRGPRD	grey	grey
SS18L2	grey	grey
TJP2	grey	grey
PGM2L1	grey	grey
CYFIP2	grey	grey
COL5A3	brown	brown
LRRC40	red	pink
TMEM185A	grey	grey
AVPR2	grey	grey
USH1C	brown	brown
TIGD2	red	pink
TAGLN2	green	green
ANKRD66	grey	grey
IFIT1B	grey	grey
UNC13A	turquoise	brown
OR9Q1	grey	grey
ZNF680	blue	blue
ADORA2A	brown	brown
CYBB	grey	grey
CSH2	grey	grey
GGCX	grey	grey
ERN2	turquoise	brown
PPP3CC	grey	grey
KANSL1	grey	grey
GJA3	grey	grey
EEPD1	turquoise	brown
KIF3B	yellow	yellow
DNAJC30	grey	grey
IRF2BP2	magenta	green
ECPAS	blue	blue
PCYT2	turquoise	brown
CCL21	grey	grey
EPS8L1	grey	grey
ZFP57	grey	grey
SPANXD	turquoise	brown
LGI4	turquoise	brown
HLA-DOA	pink	pink
DISP2	grey	grey
GPR3	turquoise	brown
PTPRE	grey	grey
POLR2K	yellow	yellow
LRRC20	turquoise	brown
TEX13C	turquoise	brown
ZNF283	grey	grey
SMO	brown	brown
MFSD10	turquoise	brown
PLSCR1	grey	grey
FTCDNL1	grey	grey
AGO3	turquoise	brown
SYTL4	grey	grey
HOOK2	tan	pink
CSNK2B	green	green
CNBP	tan	pink
ACOT4	blue	blue
ANKRD50	blue	blue
MRPL27	yellow	yellow
PELO	grey	grey
TUBB2B	blue	blue
ELMO1	grey	grey
NSG2	turquoise	brown
LSG1	greenyellow	pink
SLC66A3	blue	blue
NUMBL	brown	brown
MMP11	grey	grey
SMIM19	grey	grey
METRNL	grey	grey
ATP6AP1L	grey	grey
GPATCH8	brown	brown
MAPKBP1	grey	grey
RRAGC	pink	pink
SLFNL1	turquoise	brown
TIA1	blue	blue
ZER1	magenta	green
ABTB1	turquoise	brown
DENND6B	turquoise	brown
KRTAP12-1	grey	grey
RPL36AL	green	green
TUBAL3	grey	grey
USF3	blue	blue
ATXN7	brown	brown
OR10A2	grey	grey
PCDHGA5	grey	grey
DUSP1	grey	grey
CAMK1D	greenyellow	pink
SMARCA5	brown	brown
DEFB133	grey	grey
LASP1	black	black
ACCSL	brown	brown
FLT1	grey	grey
MPZ	turquoise	brown
HLA-DMB	grey	grey
PRPF19	green	green
GCC2	blue	blue
SLC7A7	grey	grey
CORO1C	green	green
CD5	turquoise	brown
CDK11B	grey	grey
RBFOX2	black	black
SAMD9L	blue	blue
ORM1	turquoise	brown
ARMC9	grey	grey
ZNF696	turquoise	brown
CSF1	grey	grey
RGN	grey	grey
GNG14	grey	grey
NUDT21	grey	grey
HAGH	grey	grey
RCCD1	turquoise	brown
DIPK2A	grey	grey
FAHD2A	grey	grey
OR13C2	grey	grey
NEFM	brown	brown
DZIP1L	brown	brown
GDE1	purple	pink
IVL	grey	grey
TGFBR1	grey	grey
SUPT7L	brown	brown
TIMM23	yellow	yellow
CLIC6	grey	grey
RAB5IF	yellow	yellow
RBM18	tan	pink
MYH6	brown	brown
VAMP3	grey	grey
CAST	red	pink
UBR7	tan	pink
ANGPTL8	turquoise	brown
PJA1	grey	grey
PP2D1	grey	grey
ABLIM3	grey	grey
TAPT1	pink	pink
ITCH	pink	pink
SCGB1D1	grey	grey
RPP25	brown	brown
MAPKAPK5	yellow	yellow
RRBP1	magenta	green
CNGA2	grey	grey
RPS11	yellow	yellow
SHISAL2B	grey	grey
SPC24	turquoise	brown
SFXN4	grey	grey
CGNL1	yellow	yellow
DLX5	green	green
KCNQ4	turquoise	brown
MAX	green	green
THSD7A	blue	blue
KRTAP13-1	grey	grey
GSC2	turquoise	brown
FAM155A	grey	grey
CLSTN1	magenta	green
PRSS36	turquoise	brown
SLC25A51	grey	grey
CBX1	brown	brown
TRPV6	blue	blue
RGL2	grey	grey
GPAA1	grey	grey
KIAA1217	grey	grey
ATP12A	greenyellow	pink
OR2W1	grey	grey
GRIK5	turquoise	brown
HDDC2	grey	grey
MEMO1	yellow	yellow
THAP8	turquoise	brown
FOXD4L6	grey	grey
TNRC18	turquoise	brown
OR4A5	grey	grey
ITIH1	brown	brown
GPR180	grey	grey
THOC3	grey	grey
MCM3AP	grey	grey
SLC31A2	yellow	yellow
MMP12	black	black
SAV1	grey	grey
C6orf47	grey	grey
ZNF697	blue	blue
PIKFYVE	blue	blue
PIK3R3	grey	grey
TRIM60	grey	grey
LINGO4	grey	grey
FGD1	turquoise	brown
ARRDC5	grey	grey
REST	red	pink
KIF26B	turquoise	brown
AP2A2	grey	grey
PPP1R21	grey	grey
EPHB4	grey	grey
OR5P3	grey	grey
GAMT	red	pink
GAS8	turquoise	brown
KIAA1671	brown	brown
CAVIN1	grey	grey
CNOT1	red	pink
ZNF541	brown	brown
CARD16	grey	grey
TNR	grey	grey
ADAMTSL2	brown	brown
OR10C1	grey	grey
PSMB10	blue	blue
SLC30A7	red	pink
ZDHHC24	grey	grey
QRFP	red	pink
MRPL3	tan	pink
PLEKHA2	grey	grey
DEFB127	grey	grey
MTRNR2L4	grey	grey
SUGCT	grey	grey
ASCC3	pink	pink
NCMAP	grey	grey
SULT6B1	purple	pink
SAMM50	grey	grey
PDE8A	red	pink
CYP8B1	grey	grey
PAPPA	blue	blue
FHL2	black	black
HLA-E	black	black
TRAPPC12	grey	grey
COX7B2	grey	grey
KCNN1	turquoise	brown
SOHLH2	grey	grey
NR4A1	grey	grey
RAB11FIP1	grey	grey
PRDX5	grey	grey
NUPR1	grey	grey
MCCD1	grey	grey
GSPT2	grey	grey
PPP2R3B	blue	blue
GSDMB	grey	grey
TRIM62	grey	grey
ALS2	grey	grey
FGR	turquoise	brown
CDC37L1	grey	grey
SLC4A3	brown	brown
ALKBH1	grey	grey
FTO	turquoise	brown
CYREN	green	green
PDIK1L	grey	grey
PRKY	grey	grey
SPZ1	grey	grey
FOXRED1	grey	grey
WDCP	grey	grey
C21orf62	brown	brown
CLCA4	grey	grey
ENG	green	green
IGSF6	grey	grey
AMBP	brown	brown
TGM6	turquoise	brown
CABLES2	grey	grey
SCN5A	grey	grey
SEC63	red	pink
IDS	purple	pink
NDUFAF5	grey	grey
BMPR1A	red	pink
LARP4B	red	pink
PRR29	turquoise	brown
SLC35E2A	grey	grey
RFC5	grey	grey
OR8I2	grey	grey
DNAI2	turquoise	brown
OXGR1	grey	grey
ZNF154	grey	grey
HSD17B12	grey	grey
HNRNPH3	brown	brown
SNAPC2	turquoise	brown
GALT	grey	grey
PNMA1	grey	grey
OTUD6A	purple	pink
MFAP1	grey	grey
PFN2	grey	grey
BRD7	greenyellow	pink
ZC3H18	grey	grey
SMN2	grey	grey
TTC4	grey	grey
EPHA3	grey	grey
CCNQ	yellow	yellow
SPTAN1	grey	grey
GPHA2	turquoise	brown
CDSN	grey	grey
GUCY1A2	blue	blue
DBP	blue	blue
OR13J1	grey	grey
ZNF670	grey	grey
OSBPL8	blue	blue
SLC16A4	pink	pink
XPC	grey	grey
MINAR1	grey	grey
NHLH1	grey	grey
CKM	turquoise	brown
DKK1	grey	grey
MRPS18C	grey	grey
BTG1	grey	grey
CCL13	grey	grey
DUSP16	blue	blue
OBP2A	turquoise	brown
BMP7	grey	grey
CD163L1	grey	grey
OR52A1	grey	grey
GHR	grey	grey
TERT	turquoise	brown
DTD1	grey	grey
VWA7	turquoise	brown
GPR25	grey	grey
IL5	grey	grey
AURKAIP1	turquoise	brown
MRPS18B	yellow	yellow
CRBN	red	pink
TIAM2	brown	brown
FAM120AOS	greenyellow	pink
DCAF8	blue	blue
IL4R	grey	grey
ROGDI	turquoise	brown
SLC22A8	brown	brown
CFDP1	grey	grey
CACNA1G	brown	brown
MMAB	blue	blue
SCO2	brown	brown
ABCA3	turquoise	brown
MTUS1	greenyellow	pink
FOXB1	grey	grey
SLC52A1	grey	grey
FCRL4	brown	brown
TMEM213	grey	grey
DENND4A	grey	grey
GPX3	grey	grey
DISC1	grey	grey
PFDN5	yellow	yellow
MTOR	blue	blue
TTC19	grey	grey
CD320	grey	grey
CREB1	blue	blue
NAGK	yellow	yellow
PGBD5	turquoise	brown
FAM183A	grey	grey
MED8	yellow	yellow
C14orf28	grey	grey
CDC42EP3	grey	grey
MTMR3	grey	grey
TFDP1	grey	grey
TCP11L2	grey	grey
HPCA	turquoise	brown
AICDA	grey	grey
CLDN1	grey	grey
PFDN6	grey	grey
CDC42	purple	pink
MX1	black	black
CLEC18A	turquoise	brown
PSMA1	yellow	yellow
CYP27B1	turquoise	brown
DNAJA1	purple	pink
SAG	turquoise	brown
WRN	blue	blue
HSBP1	grey	grey
DYNC2LI1	turquoise	brown
NR1H2	green	green
PDCD2	grey	grey
SH3TC2	blue	blue
WDR38	turquoise	brown
TACR2	brown	brown
STUM	grey	grey
MBLAC1	magenta	green
ZNF585A	turquoise	brown
EPN2	brown	brown
CHST10	brown	brown
CLEC3A	grey	grey
UBE2V1	brown	brown
AP3B1	blue	blue
PFDN2	yellow	yellow
VPREB3	grey	grey
MYBL1	grey	grey
SNAI2	grey	grey
NLRP6	grey	grey
CRTC3	green	green
KRT37	grey	grey
OR9G4	grey	grey
GNAI3	greenyellow	pink
ZNF48	brown	brown
SLC20A1	grey	grey
HP	grey	grey
SELENOV	grey	grey
GPRIN2	grey	grey
NRP2	grey	grey
MSI1	turquoise	brown
PM20D2	pink	pink
PADI1	turquoise	brown
TGOLN2	grey	grey
PAGE2B	grey	grey
NOL11	pink	pink
PIPOX	black	black
CHMP2A	yellow	yellow
PLPP7	grey	grey
RHOU	grey	grey
LANCL2	grey	grey
HDAC3	grey	grey
UBE2S	turquoise	brown
DHX40	pink	pink
